,coocc_term,source_term,target_term,relation,score,count
6805,Rail transport-Pascal (unit),Pascal (unit),Rail transport,is related with,0.9390704035758972,2
9789,Transmission (mechanics)-Magnesium,Transmission (mechanics),Magnesium,interacts with,0.9390636086463928,1
5834,Parking brake-Center console (automobile),Parking brake,Center console (automobile),interacts with,0.9390475153923036,1
3422,Friction-Exponential function,Exponential function,Friction,indirectly related with,0.9390262365341188,1
10494,Valve-Pressure,Pressure,Valve,is parameter of,0.9390256404876708,1
4913,Machining-Car,Car,Machining,consists of,0.9390254020690918,3
6580,Pressure-Natural rubber,Pressure,Natural rubber,consists of,0.9389824271202089,1
6530,Pressure-Flywheel,Flywheel,Pressure,interacts with,0.9389795064926147,1
1487,Cylinder (engine)-Brake,Cylinder (engine),Brake,interacts with,0.9389598369598388,2
8531,Stroke-Brake,Stroke,Brake,is parameter of,0.9389567971229552,1
6525,Pressure-Exhibitionism,Pressure,Exhibitionism,is parameter of,0.9389299750328064,1
7954,Silicon dioxide-Glass,Silicon dioxide,Glass,consists of,0.9389200210571288,1
9798,Transmission (mechanics)-Sensor,Sensor,Transmission (mechanics),is part of,0.9389091730117798,2
11233,Voltage-Torque,Torque,Voltage,is parameter of,0.9388736486434937,1
7490,Robert Bosch GmbH-CBS,Robert Bosch GmbH,CBS,consists of,0.9388696551322936,1
1460,Curve-Car,Car,Curve,interacts with,0.9388622045516968,1
1580,De Havilland-BAC One-Eleven,De Havilland,BAC One-Eleven,is related with,0.9388597011566162,1
4640,Lever-Fluid,Fluid,Lever,is part of,0.9388474822044371,6
7832,Sensor-Control system,Sensor,Control system,is parameter of,0.9388376474380492,1
9767,Transmission (mechanics)-Commercial vehicle,Transmission (mechanics),Commercial vehicle,is part of,0.938809335231781,1
839,Brass-Birmingham,Brass,Birmingham,is related with,0.9387991428375244,6
7632,Runway-Engineered materials arrestor system,Runway,Engineered materials arrestor system,consists of,0.9387893676757812,1
5604,Natural rubber-Computer,Computer,Natural rubber,consists of,0.9387839436531068,1
7615,Rugby union positions-Car,Car,Rugby union positions,consists of,0.938782036304474,1
29,Austin Healey-Aluminium,Aluminium,Austin Healey,is related with,0.938772678375244,3
5736,Parking brake-Aircraft,Aircraft,Parking brake,consists of,0.9387508630752563,1
9346,Tractor-Brake,Tractor,Brake,consists of,0.93873131275177,1
3236,Friction-Bombardier Transportation,Bombardier Transportation,Friction,consists of,0.9387285709381104,1
8020,Software-Sensor,Sensor,Software,is part of,0.9387224912643432,1
2768,Environmentalism-Deciduous,Environmentalism,Deciduous,indirectly related with,0.9387194514274596,1
3818,Hydraulic brake-Axle,Hydraulic brake,Axle,is part of,0.93871009349823,1
3597,Hawker Siddeley-De Havilland,De Havilland,Hawker Siddeley,is related with,0.9386637806892396,1
11803,Wheel-Disc brake,Disc brake,Wheel,is part of,0.938659965991974,3
1582,De Havilland-British Aerospace,British Aerospace,De Havilland,is related with,0.9386315941810608,1
3357,Friction-Brake pad,Brake pad,Friction,is related with,0.938608169555664,2
4096,Inertia-Flywheel,Flywheel,Inertia,has parameter,0.9385662078857422,1
6099,Piston-Master cylinder,Master cylinder,Piston,is part of,0.9385483264923096,1
5330,Metal lathe-Lathe,Lathe,Metal lathe,has type,0.9385474920272828,1
517,Brake-Air compressor,Air compressor,Brake,is part of,0.9385072588920592,1
11885,Wheel-Helicopter rotor,Helicopter rotor,Wheel,is part of,0.9384918212890624,6
10262,Valve-Boiler blowdown,Boiler blowdown,Valve,consists of,0.9384657144546508,1
11898,Wheel-Internal combustion engine,Wheel,Internal combustion engine,interacts with,0.9384581446647644,1
6349,Pressure-Brake,Brake,Pressure,has parameter,0.9384548664093018,1
9112,Torque-Electro (music),Torque,Electro (music),is parameter of,0.9384501576423644,2
5572,Natural logarithm-Drum brake,Drum brake,Natural logarithm,is type of,0.9384359121322632,1
1257,Compressed air-Atmosphere,Atmosphere,Compressed air,is part of,0.938427984714508,1
3396,Friction-Disc brake,Disc brake,Friction,has parameter,0.9384262561798096,1
4413,Knorr-Bremse-Georg Knorr,Knorr-Bremse,Georg Knorr,is related with,0.9384236931800842,1
12108,Wheel-Voltage,Voltage,Wheel,consists of,0.9384220242500304,1
3011,Force-Bicycle,Bicycle,Force,has parameter,0.9383872747421264,6
7670,Safety-Braking distance,Braking distance,Safety,indirectly related with,0.9383780360221864,1
1551,De Havilland Comet-De Havilland,De Havilland Comet,De Havilland,is related with,0.9383718371391296,1
6502,Pressure-Cylinder (engine),Cylinder (engine),Pressure,is part of,0.9383583068847656,2
4591,Lever-Brake shoe,Brake shoe,Lever,consists of,0.9383499026298524,1
1523,Dandy horse-Brake,Brake,Dandy horse,interacts with,0.9382777214050292,6
7759,Semiconductor-Epicyclic gearing,Epicyclic gearing,Semiconductor,is related with,0.938251495361328,1
10533,Valve-Relay,Valve,Relay,is part of,0.9382501244544984,1
8308,Stator-Regenerative brake,Regenerative brake,Stator,consists of,0.9382458925247192,1
5405,Mineral oil-Absorption (chemistry),Absorption (chemistry),Mineral oil,is related with,0.9382355213165284,2
12088,Wheel-Valve,Valve,Wheel,is part of,0.9382311105728148,5
8078,Speed-Bearing (mechanical),Bearing (mechanical),Speed,has parameter,0.9382119178771972,1
987,Car-Brake,Brake,Car,is part of,0.9381744265556335,1
4932,Magnet-Acceleration,Magnet,Acceleration,has parameter,0.9381476044654846,1
11989,Wheel-Rail transport,Wheel,Rail transport,interacts with,0.9381389617919922,1
12169,Windscreen wiper-Brake,Windscreen wiper,Brake,interacts with,0.9380964040756226,1
5533,Mountain bike-Cantilever,Cantilever,Mountain bike,is part of,0.93809574842453,6
5004,Magnetic field-Eddy current,Eddy current,Magnetic field,is type of,0.9380934238433838,2
2746,English Electric Lightning-English Electric,English Electric Lightning,English Electric,is related with,0.938072681427002,1
2800,Exhaust brake-Back pressure,Exhaust brake,Back pressure,has parameter,0.9380624890327454,1
1421,Corrosion-Citroën,Citroën,Corrosion,indirectly related with,0.9380422830581664,2
9040,Tool use by animals-Outer space,Tool use by animals,Outer space,is related with,0.9380095601081848,2
929,Cambridge-Asbestos,Asbestos,Cambridge,is related with,0.937997043132782,1
1398,Controlled-access highway-Brake,Brake,Controlled-access highway,indirectly related with,0.9379642009735109,3
11531,Wheel speed sensor-Computer,Wheel speed sensor,Computer,interacts with,0.9379170536994934,1
11609,Wheel-Brake,Brake,Wheel,interacts with,0.9379136562347412,1
2825,Exhaust system-England,England,Exhaust system,consists of,0.9378963708877563,1
5329,Mesothelioma-Chrysotile,Mesothelioma,Chrysotile,indirectly related with,0.9378916621208192,1
11184,Visual field-Pressure,Visual field,Pressure,interacts with,0.93789142370224,1
1470,Cylinder (engine)-Brake,Brake,Cylinder (engine),interacts with,0.9378902912139891,1
6670,Pump-Friction,Pump,Friction,is part of,0.9378358721733092,1
7651,Rust-Brake,Brake,Rust,indirectly related with,0.93780517578125,1
9069,Torque-Brake,Brake,Torque,has parameter,0.937773048877716,1
8722,Temperature-Friction,Friction,Temperature,is parameter of,0.9377543926239014,1
4972,Magnet-Eddy current brake,Magnet,Eddy current brake,is part of,0.9377037882804872,2
1146,Chrysler Imperial-Chrysler,Chrysler Imperial,Chrysler,is type of,0.9377018809318542,1
9807,Transmission (mechanics)-Toyota,Transmission (mechanics),Toyota,is part of,0.9377009272575378,1
3966,Hydraulics-British Aerospace ATP,British Aerospace ATP,Hydraulics,is related with,0.9376782178878784,1
1386,Control system-Anti-lock braking system,Control system,Anti-lock braking system,is part of,0.9376616477966307,1
2633,Energy-Compressed air,Energy,Compressed air,is related with,0.9376536011695862,1
5850,Parking brake-Drum brake,Parking brake,Drum brake,has type,0.937640905380249,1
55,BMW-Anti-lock braking system,BMW,Anti-lock braking system,consists of,0.9376387000083924,1
10330,Valve-Brake,Valve,Brake,is part of,0.9376276731491088,1
2675,Engine braking-Crankshaft,Crankshaft,Engine braking,consists of,0.937620997428894,1
384,Brake shoe-Brake,Brake,Brake shoe,consists of,0.9375831484794616,2
10146,Vacuum brake-Steam brake,Steam brake,Vacuum brake,has type,0.9375567436218262,2
10132,Vacuum brake-Petrol engine,Vacuum brake,Petrol engine,is part of,0.9375519156455994,2
2791,European Commission-Anti-lock braking system,Anti-lock braking system,European Commission,is part of,0.937544286251068,1
4871,Machine tool-Die casting,Machine tool,Die casting,is related with,0.937541961669922,1
1185,Clutch-Automotive Products,Automotive Products,Clutch,consists of,0.9375063180923462,1
9432,Train-Adhesion,Train,Adhesion,has parameter,0.9374668598175048,1
1539,De Havilland Comet-BAC One-Eleven,De Havilland Comet,BAC One-Eleven,is related with,0.9374459981918336,1
8421,Steel-Friction,Friction,Steel,is related with,0.937417209148407,1
10523,Valve-Pump,Pump,Valve,consists of,0.93740975856781,1
5472,Motorcycle-Brake,Brake,Motorcycle,is part of,0.9373916387557985,1
1566,De Havilland Sea Vixen-British Aerospace ATP,De Havilland Sea Vixen,British Aerospace ATP,is related with,0.9373733997344972,1
3799,Hybrid electric vehicle-Engine braking,Engine braking,Hybrid electric vehicle,is part of,0.9373530745506288,1
6285,Power supply-Electricity,Power supply,Electricity,has parameter,0.9373466968536376,3
10000,United States Postal Service-United States,United States,United States Postal Service,is related with,0.9373307824134828,2
6178,Pneumatics-Patent,Pneumatics,Patent,is related with,0.9373172521591188,2
6959,Railway air brake-Diesel engine,Diesel engine,Railway air brake,is related with,0.9373013377189636,2
597,Brake-Asphalt,Asphalt,Brake,is part of,0.9372545480728148,1
7291,Reservoir-Pressure,Pressure,Reservoir,is parameter of,0.9372512698173524,1
10028,Unsprung mass-Disc brake,Disc brake,Unsprung mass,has parameter,0.9372212290763856,3
9672,Train-Railway brake,Train,Railway brake,consists of,0.937221109867096,2
1333,Computer-Actuator,Actuator,Computer,is part of,0.9372205138206482,1
9198,Toyota Prius-Engine braking,Toyota Prius,Engine braking,consists of,0.9372042417526244,1
7039,Ratchet (device)-Parking brake,Parking brake,Ratchet (device),consists of,0.937188446521759,1
8993,Tire-Speed,Tire,Speed,has parameter,0.9371761083602904,1
10147,Vacuum brake-Steam brake,Vacuum brake,Steam brake,is type of,0.937172830104828,2
12045,Wheel-Stopping sight distance,Wheel,Stopping sight distance,has parameter,0.9371665716171264,1
8062,South America-Race and ethnicity in the United States census,South America,Race and ethnicity in the United States census,is related with,0.9371628165245056,1
1312,Compression release engine brake-Compressed air,Compression release engine brake,Compressed air,consists of,0.937156856060028,1
1884,Domain Name System-Calibration,Domain Name System,Calibration,indirectly related with,0.9371554851531982,1
3516,Goodyear Tire and Rubber Company-Aircraft,Goodyear Tire and Rubber Company,Aircraft,is related with,0.9371344447135924,3
1600,Decomposition-Brake,Decomposition,Brake,indirectly related with,0.9371207356452942,3
6909,Railway air brake-Brake,Railway air brake,Brake,is type of,0.9371171593666076,1
7290,Reservoir-Pressure,Pressure,Reservoir,is parameter of,0.9370972514152528,1
4249,Internal combustion engine-Inlet manifold,Inlet manifold,Internal combustion engine,is part of,0.9370688796043396,1
2362,Electrical network-Armature (electrical),Armature (electrical),Electrical network,consists of,0.9370660781860352,3
9403,Trailer (vehicle)-Electrical wiring,Electrical wiring,Trailer (vehicle),is part of,0.9370577931404114,2
3147,Ford Thunderbird-Disc brake,Ford Thunderbird,Disc brake,consists of,0.9370297789573668,3
2976,Fly-by-wire-Drive by wire,Fly-by-wire,Drive by wire,interacts with,0.9370048642158508,1
9577,Train-Diesel multiple unit,Train,Diesel multiple unit,is part of,0.9369731545448304,2
7037,Ratchet (device)-Cam,Cam,Ratchet (device),interacts with,0.9369694590568542,1
11469,Wheel cylinder-Citroën,Citroën,Wheel cylinder,consists of,0.936959445476532,2
2690,Engine-Brake,Engine,Brake,interacts with,0.9369511604309082,1
5740,Parking brake-Brake,Brake,Parking brake,has type,0.9369106292724608,2
11195,Voltage-Acceleration,Acceleration,Voltage,has parameter,0.9369006156921388,1
8000,Slippery rail-Rail transport,Rail transport,Slippery rail,indirectly related with,0.936889111995697,1
10493,Valve-Pressure,Pressure,Valve,is parameter of,0.9368752837181092,1
3807,Hybrid vehicle-Direct current,Direct current,Hybrid vehicle,is part of,0.936873495578766,3
12157,Wiltshire-Motorcycle,Motorcycle,Wiltshire,is related with,0.9368568658828736,1
11858,Wheel-Friction,Friction,Wheel,is parameter of,0.9368536472320556,6
2638,Energy-Diesel–electric transmission,Diesel–electric transmission,Energy,consists of,0.9368528127670288,1
90,Bicycle-Band brake,Band brake,Bicycle,is part of,0.9368513226509094,6
5209,Master cylinder-Cylinder (engine),Master cylinder,Cylinder (engine),consists of,0.936850905418396,1
4088,Inertia-Clutch,Inertia,Clutch,is parameter of,0.936822772026062,1
3572,Hawker Siddeley Trident-BAC One-Eleven,BAC One-Eleven,Hawker Siddeley Trident,is related with,0.936793863773346,1
11244,Volvo-Collision avoidance system,Collision avoidance system,Volvo,is type of,0.9367725253105164,1
8274,Star catalogue-Citroën,Star catalogue,Citroën,is part of,0.9367579221725464,2
753,Brake-Body modification,Body modification,Brake,indirectly related with,0.9367522597312928,1
3220,Friction-Asphalt,Asphalt,Friction,has parameter,0.9367468357086182,1
7381,Retarder (mechanical engineering)-Heat,Retarder (mechanical engineering),Heat,has parameter,0.9367339611053468,1
4981,Magnet-Electromagnet,Magnet,Electromagnet,interacts with,0.9367331862449646,2
11048,Vickers Valiant-Hawker Siddeley Trident,Hawker Siddeley Trident,Vickers Valiant,is related with,0.9367270469665528,1
8513,Stroke (engine)-Exhaust system,Exhaust system,Stroke (engine),interacts with,0.9367199540138244,1
9410,Trailer (vehicle)-Recreational vehicle,Trailer (vehicle),Recreational vehicle,consists of,0.936706244945526,2
1486,Cylinder (engine)-Brake,Cylinder (engine),Brake,interacts with,0.936706006526947,1
5949,Phase transition-Cementite,Cementite,Phase transition,is related with,0.936656653881073,3
6333,Pressure-Atmospheric pressure,Pressure,Atmospheric pressure,indirectly related with,0.9366363883018494,1
11239,Volume-Reservoir,Reservoir,Volume,has parameter,0.9366275668144226,2
4244,Internal combustion engine-Horsepower,Horsepower,Internal combustion engine,is parameter of,0.9366189241409302,2
6280,Power steering-Lexus,Lexus,Power steering,consists of,0.9366161823272704,1
1512,Cylinder (engine)-Connecting rod,Cylinder (engine),Connecting rod,consists of,0.93661367893219,1
1872,Distance-Braking distance,Braking distance,Distance,has parameter,0.936602771282196,2
6059,Piston-Drag (physics),Piston,Drag (physics),is related with,0.9365795850753784,2
11419,Westinghouse Electric Corporation-Westinghouse Air Brake Company,Westinghouse Electric Corporation,Westinghouse Air Brake Company,is type of,0.9365714192390442,1
5714,Oxide-Machine tool,Machine tool,Oxide,is related with,0.9365668296813964,1
6976,Railway air brake-Electronically controlled pneumatic brakes,Railway air brake,Electronically controlled pneumatic brakes,has type,0.9365656971931458,2
10214,Vacuum-Pascal (unit),Pascal (unit),Vacuum,is related with,0.9365352392196656,2
8115,Speed-Computer,Speed,Computer,is parameter of,0.936533272266388,2
8588,Surface roughness-Deflection (engineering),Surface roughness,Deflection (engineering),indirectly related with,0.9365026354789734,3
3104,Force-Brake shoe,Brake shoe,Force,has parameter,0.936494767665863,1
8555,Strut-Sheep,Sheep,Strut,interacts with,0.9364722967147828,2
11471,Wheel cylinder-Disc brake,Disc brake,Wheel cylinder,is type of,0.9364683032035828,5
4217,Internal combustion engine-Energy,Internal combustion engine,Energy,has parameter,0.9364678859710692,1
